id,firstName,lastName,team,weight,height,jersey,year,position,homeCity,homeState,homeCountry,homeLatitude,homeLongitude,homeCountyFIPS,recruitIds,conference
5154671,Alex,Gale,Middle Tennessee,312,75,63,1,OL,Tallahassee,FL,USA,30.4380832,-84.2809332,12073,['110962'],CUSA
5159860,Tiyyan,Robinson,Middle Tennessee,261,76,94,1,DE,Durham,NC,USA,35.996653,-78.9018053,37063,['110876'],CUSA
5165080,Jayson,Lowe,Middle Tennessee,226,73,56,3,LB,Brentwood,TN,USA,36.0325687,-86.7825235,47187,[],CUSA
5167201,Aden,Caine,Middle Tennessee,202,73,97,3,P,Newcastle,,England,,,,[],CUSA
5168463,Jordan,Chestnut,Middle Tennessee,205,76,10,3,CB,Myrtle Beach,SC,USA,33.6956461,-78.8900409,45051,[],CUSA
5193211,Aidan,Butts,Middle Tennessee,258,75,93,2,DE,Toccoa,GA,USA,34.5774368,-83.332881,13257,['110818'],CUSA
5193223,Jackson,Lowe,Middle Tennessee,193,73,25,1,CB,Brentwood,TN,USA,36.0325687,-86.7825235,47187,['111131'],CUSA
5193475,Zach,Clayton,Middle Tennessee,288,77,79,2,OL,Senoia,GA,USA,33.314541500000004,-84.54255940019763,13077,['111037'],CUSA
5194615,Brody,Benke,Middle Tennessee,248,75,86,1,TE,Fort Thomas,KY,USA,39.0786242,-84.4483432,21037,['111143'],CUSA
5194618,Austin,Clemons,Middle Tennessee,203,72,31,1,RB,Pembroke,GA,USA,32.1360332,-81.6220566,13029,[],CUSA
5194622,Malik,Love,Middle Tennessee,227,76,33,1,LB,Mcdonough,GA,USA,33.4473361,-84.1468616,13151,[],CUSA
5194626,Roman,Gagliano,Middle Tennessee,220,74,16,1,QB,Opelika,AL,USA,32.72667,-85.39249304591837,01081,[],CUSA
5194628,Zeion,Simpson-Smith,Middle Tennessee,271,73,95,1,DT,Nashville,TN,USA,36.1622296,-86.7743531,47037,['110741'],CUSA
5210055,Brooklen,Davis,Middle Tennessee,198,70,33,1,RB,Nashville,TN,USA,36.1622296,-86.7743531,47037,[],CUSA
5210129,Ben,Hubbard,Middle Tennessee,181,69,84,1,WR,Brentwood,TN,USA,36.0325687,-86.7825235,47187,['108292'],CUSA
5215043,Rai'keyrean,Chandler,Middle Tennessee,171,70,30,1,RB,Shelbyville,TN,USA,35.483406,-86.4602717,47003,[],CUSA
5217200,Neo,Clifton,Middle Tennessee,200,74,85,1,WR,Nashville,TN,USA,36.1622296,-86.7743531,47037,['108440'],CUSA
5220352,Hunter,Tipton,Middle Tennessee,237,76,82,3,TE,Timpson,TX,USA,,,,['183124'],CUSA
5220382,Abdul,Muhammad,Middle Tennessee,189,73,21,4,CB,Omaha,NE,USA,41.2587459,-95.9383758,31055,[],CUSA
5220383,Jared,Douglas,Middle Tennessee,191,72,26,4,S,San Pedro,CA,USA,33.7358518,-118.2922934,06037,[],CUSA
5220386,Alan,Young,Middle Tennessee,209,72,28,2,CB,Nashville,TN,USA,36.1622296,-86.7743531,47037,[],CUSA
5220387,Taylor,Ratinaud,Middle Tennessee,200,71,29,1,S,Fayetteville,GA,USA,33.4487257,-84.4549262,13113,[],CUSA
5220388,Ashton,Jones,Middle Tennessee,205,68,35,1,RB,Nashville,TN,USA,36.1622296,-86.7743531,47037,[],CUSA
5220390,Evan,Poticher,Middle Tennessee,247,74,42,2,TE,Kodak,TN,USA,35.9745323,-83.6268396,47155,[],CUSA
5220392,Reggie,Johnson,Middle Tennessee,255,75,46,3,LB,Carson,CA,USA,33.8322043,-118.2517547,06037,[],CUSA
5220393,Sawyer,Lovvorn,Middle Tennessee,211,71,46,1,TE,Shelbyville,TN,USA,35.483406,-86.4602717,47003,[],CUSA
5220395,Korey,Smith,Middle Tennessee,225,71,58,2,LB,Murfreesboro,TN,USA,35.845999,-86.3920452,47149,[],CUSA
5220397,Henry,Hamlin,Middle Tennessee,225,74,40,1,LS,Johnson City,TN,USA,36.3134398,-82.3534728,47179,[],CUSA
5222532,Bo,Bryan,Middle Tennessee,290,77,57,1,OL,Rockvale,TN,USA,,,,['108448'],CUSA
5222542,Camari,Hall,Middle Tennessee,181,69,34,1,CB,Hollywood,FL,USA,26.0112014,-80.1494901,12011,['108600'],CUSA
5222543,Wilson,Hodges,Middle Tennessee,241,77,81,1,TE,Montgomery,AL,USA,32.3669656,-86.3006485,01101,['108383'],CUSA
5225429,KJ,Miniefield,Middle Tennessee,172,71,23,2,CB,Chandler,AZ,USA,33.3062223,-111.8413317,04013,[],CUSA
5226702,Elijah,Carney,Middle Tennessee,225,71,50,2,LB,Ripley,TN,USA,35.7453551,-89.5297973,47097,[],CUSA
5230767,Wyatt,Joyce,Middle Tennessee,167,69,36,1,PK,Lewisburg,TN,USA,35.4492404,-86.7888887,47117,[],CUSA
5236323,Kyle,Larkin,Middle Tennessee,314,77,78,1,OL,Brentwood,TN,USA,36.0325687,-86.7825235,47187,['108280'],CUSA
5236324,Darnell,Malpress,Middle Tennessee,225,75,89,1,DE,Jacksonville,FL,USA,30.3321838,-81.655651,12031,['108522'],CUSA
5236327,Micah,Smith,Middle Tennessee,234,74,52,1,LB,Hermitage,TN,USA,36.215013600000006,-86.6129796482287,47037,['108319'],CUSA
5242998,Archie,Roseman V,Middle Tennessee,340,75,67,1,NT,Murfreesboro,TN,USA,35.845999,-86.3920452,47149,['107505'],CUSA
5258472,Locke,Kennedy,Middle Tennessee,197,75,19,1,S,Franklin,TN,USA,35.925193,-86.8689365,47187,[],CUSA
5258486,Baylen,Woodman,Middle Tennessee,183,72,95,1,PK,Janesville,WI,USA,42.6829765,-89.0226793,55105,['108683'],CUSA
5296407,Nahzae,Cox,Middle Tennessee,200,75,1,3,WR,Fresno,CA,USA,36.7295295,-119.70886126075588,06019,[],CUSA
5296409,Devan,Carlisle,Middle Tennessee,200,75,15,2,CB,Hoover,AL,USA,33.3848933,-86.8070484,01073,[],CUSA
5296410,Jaiyden,Thompson,Middle Tennessee,238,75,16,3,LB,Okolona,MS,USA,34.0020146,-88.7547357,28017,[],CUSA
5296411,Stanley,Anderson-Lofton,Middle Tennessee,225,73,18,1,QB,Orlando,FL,USA,28.5421109,-81.3790304,12095,['108173'],CUSA
5296412,DJ,Taylor,Middle Tennessee,198,73,29,1,RB,Murfreesboro,TN,USA,35.845999,-86.3920452,47149,[],CUSA
5296413,Elijah,Hunter Jr.,Middle Tennessee,210,72,30,1,CB,Miami,FL,USA,25.7742658,-80.1936589,12086,['108217'],CUSA
5296414,Christofer,Noble,Middle Tennessee,184,74,39,1,S,Kankakee,IL,USA,41.1200325,-87.8611531,17091,[],CUSA
5296415,Jayden,Williams,Middle Tennessee,238,78,44,1,LB,Smyrna,TN,USA,35.9828413,-86.5186045,47149,[],CUSA
5296416,Josiah,Moore,Middle Tennessee,170,72,45,1,CB,Goodlettsville,TN,USA,36.334911500000004,-86.70533913302022,47165,[],CUSA
5296417,Andrew,Cross-Adams,Middle Tennessee,180,73,48,1,S,Nashville,TN,USA,36.1622296,-86.7743531,47037,[],CUSA
5296418,Ean,Matusek,Middle Tennessee,232,72,48,1,LS,Shelbyville,TN,USA,35.483406,-86.4602717,47003,[],CUSA
5296419,Chris,Ragans,Middle Tennessee,168,72,49,1,CB,Hopkinsville,KY,USA,36.8657651,-87.4889532,21047,[],CUSA
5296420,Ikani,Tuiono,Middle Tennessee,303,74,50,4,OL,Harbor City,CA,USA,33.7972822,-118.3004717,06037,[],CUSA
5296421,Quentin,Butler,Middle Tennessee,296,75,51,3,OL,Culpeper,VA,USA,38.4733823,-77.9961275,51047,[],CUSA
5296422,Roman,Jones,Middle Tennessee,267,74,53,1,OL,Brentwood,TN,USA,36.0325687,-86.7825235,47187,[],CUSA
5296423,Otto,Janse Van Rensburg,Middle Tennessee,301,76,61,1,OL,Sevierville,TN,USA,35.8681455,-83.561835,47155,['108306'],CUSA
5296424,Jonathan,Waller,Middle Tennessee,272,72,74,1,DT,Murfreesboro,TN,USA,35.845999,-86.3920452,47149,[],CUSA
5296425,Jaden,Owens,Middle Tennessee,271,77,75,1,DT,Hendersonville,TN,USA,36.3049177,-86.621443,47165,[],CUSA
5296426,Garrett,Austin,Middle Tennessee,310,78,76,1,OT,Hampstead,NC,USA,34.3676686,-77.7105332,37141,[],CUSA
5296427,Diego,Blattler,Middle Tennessee,281,77,77,3,OL,San Diego,CA,USA,32.7174209,-117.1627714,06073,[],CUSA
5296428,Zaidyn,Moore,Middle Tennessee,184,70,80,1,WR,Lavinia,TN,USA,,,,[],CUSA
5296429,Chase,Davis,Middle Tennessee,153,67,87,1,WR,Houston,TX,USA,29.7589382,-95.3676974,48201,[],CUSA
5296430,Landon,Collins,Middle Tennessee,185,74,89,1,WR,Knoxville,TN,USA,35.9603948,-83.9210261,47093,[],CUSA
5296431,Matthew,Blomquist,Middle Tennessee,238,77,90,1,LB,Manchester,TN,USA,35.4817432,-86.0885993,47031,[],CUSA
5296432,Jacob,Hathaway,Middle Tennessee,208,77,99,4,PK,Monmouth,,Wales,,,,[],CUSA
5304181,Doriohn,Davis,Middle Tennessee,170,72,38,1,S,Mount Juliet,TN,USA,36.200055,-86.5186054,47189,[],CUSA
5304182,Peter,Grandjean,Middle Tennessee,185,73,12,1,QB,Oxford,MS,USA,34.3664127,-89.5187664,28071,[],CUSA
5306720,Kj,Minifield,Middle Tennessee,,,-1,0,CB,,,,,,,[],CUSA
5306721,Sawyer,Lovvern,Middle Tennessee,,,-1,0,TE,,,,,,,[],CUSA
4431501,James,BlackStrain,Missouri State,180,74,5,4,WR,Cocoa,FL,USA,28.3553873,-80.7318827,12009,['116046'],CUSA
4432672,Erick,Cade,Missouri State,345,79,74,4,OL,Denton,TX,USA,33.2150386,-97.1330516,48121,[],CUSA
4432798,Hutson,Lillibridge,Missouri State,315,75,58,4,OL,St. Louis,MO,USA,38.6268039,-90.1994097,29510,['117485'],CUSA
4569535,Jacob,Clark,Missouri State,220,77,12,4,QB,Rockwall,TX,USA,32.9312336,-96.4597089,48397,['122724'],CUSA
4576144,Jordan,Dunbar,Missouri State,195,72,12,4,CB,Syracuse,NY,USA,43.0481221,-76.1474244,36067,['121127'],CUSA
4602015,Deamikkio,Nathan,Missouri State,185,72,81,4,WR,Grand Prairie,TX,USA,32.657368000000005,-97.02846624175038,48113,[],CUSA
4602895,Makai,Cope,Missouri State,210,75,18,4,WR,Los Angeles,CA,USA,34.0536909,-118.2427666,06037,[],CUSA
4683716,Khalil,Anderson,Missouri State,200,71,3,4,S,Atlanta,GA,USA,33.7490987,-84.3901849,13121,[],CUSA
4683794,Davon,Townley Jr.,Missouri State,275,78,17,4,DL,Minneapolis,MN,USA,44.9772995,-93.2654692,27053,['116059'],CUSA
4685330,Dylan,Dixson,Missouri State,180,73,9,3,LB,Houston,TX,USA,29.7589382,-95.3676974,48201,['114153'],CUSA
4686563,Ryan,Williams,Missouri State,270,76,99,4,DL,Pearland,TX,USA,29.5639758,-95.2864299,48039,['117693'],CUSA
4688819,Jalen,Brooks,Missouri State,230,71,19,4,LB,Knightdale,NC,USA,35.7878975,-78.4822938,37183,[],CUSA
4690027,Hayden,Hagler,Missouri State,245,76,14,4,TE,Sulphur,LA,USA,30.2365943,-93.3773783,40099,['184042'],CUSA
4690038,Anthony,Frederique,Missouri State,205,68,45,4,P,Ruskin,FL,USA,27.7208575,-82.4331528,12057,[],CUSA
4695787,Shomari,Lawrence,Missouri State,210,72,2,4,RB,Pompano Beach,FL,USA,26.2378597,-80.1247667,12011,[],CUSA
4717697,DJ,Wesolak,Missouri State,255,76,7,3,DL,Boonville,MO,USA,38.9751547,-92.7440277,29053,['113709'],CUSA
4725514,Reggie,Branch II,Missouri State,200,72,28,4,RB,Houston,TX,USA,29.7589382,-95.3676974,48201,[],CUSA
4781300,Mark,Hutchinson,Missouri State,300,74,72,4,OL,Hayward,CA,USA,37.6688205,-122.0807964,06001,[],CUSA
4837193,Jmariyae,Robinson,Missouri State,165,73,0,3,WR,Cocoa,FL,USA,28.3553873,-80.7318827,12009,[],CUSA
4837344,Maguire,Neal,Missouri State,200,73,0,4,S,Zephyrhills,FL,USA,28.2336196,-82.1811947,12101,['115162'],CUSA
4869700,Antonio,Robinson,Missouri State,185,75,84,3,WR,Melissa,TX,USA,33.2860549,-96.5725952,48085,['190076'],CUSA
4871012,Antonio,Smith,Missouri State,197,75,2,2,S,Miami,FL,USA,25.7742658,-80.1936589,12086,[],CUSA
4876412,Justin,Curtis,Missouri State,325,77,70,4,OL,Santa Clarita,CA,USA,34.3916641,-118.542586,06037,[],CUSA
4887824,Gary,Clinton,Missouri State,245,76,87,4,TE,Webb City,MO,USA,37.1435741,-94.4634702,29097,[],CUSA
4887887,Dylan,Simmons,Missouri State,180,72,10,4,LB,Metairie,LA,USA,30.001852,-90.1767149159888,22051,[],CUSA
4898828,Dash,Luke,Missouri State,175,68,1,4,WR,New Orleans,LA,USA,29.9499323,-90.0701156,22071,[],CUSA
4906194,Caleb,Dietlin,Missouri State,245,75,43,4,DL,Aurora,IL,USA,41.7571701,-88.3147539,17089,[],CUSA
4912157,Makhete,Gueye,Missouri State,310,78,66,3,OL,Bradenton,FL,USA,27.4989278,-82.5748194,12081,['115490'],CUSA
5077225,Christian,Ford,Missouri State,180,72,29,2,S,McKinney,TX,USA,33.1976496,-96.6154471,48085,[],CUSA
5078006,Iverson,Young,Missouri State,190,69,3,2,RB,Waxahachie,TX,USA,32.3944908,-96.8439365,48139,['112844'],CUSA
5083494,Navonn,Barrett,Missouri State,190,73,5,2,CB,Trenton,NJ,USA,40.2170575,-74.7429463,34021,[],CUSA
5084290,Josh,Joyner,Missouri State,180,68,21,1,RB,Oxnard,CA,USA,34.1976308,-119.1803818,06111,[],CUSA
5084579,Austin,Yelder,Missouri State,223,72,41,2,LB,Montgomery,AL,USA,32.3669656,-86.3006485,01101,[],CUSA
5085720,Liam,O'Reilly,Missouri State,185,74,13,3,WR,Springfield,MO,USA,37.2166779,-93.2920373,29077,[],CUSA
5085721,Jared,Lloyd,Missouri State,240,75,6,3,LB,Daytona Beach,FL,USA,29.2108147,-81.0228331,12127,[],CUSA
5085725,J.J.,O'Neal,Missouri State,180,74,16,4,S,Rogersville,MO,USA,,,,[],CUSA
5085728,Sage,White,Missouri State,170,68,39,3,RB,Hardin,IL,USA,,,,[],CUSA
5085729,Connor,Lair,Missouri State,225,73,40,3,RB,West Plains,MO,USA,,,,[],CUSA
5085733,Cash,Hudson,Missouri State,290,75,71,3,OL,Tulsa,OK,USA,36.1556805,-95.9929113,40143,[],CUSA
5085738,Sterling,Smithson,Missouri State,325,75,90,4,DL,Overland Park,KS,USA,38.9742502,-94.6851702,20091,[],CUSA
5091826,Noah,Gardner,Missouri State,290,77,77,2,OL,Kansas City,MO,USA,39.100105,-94.5781416,29095,['113283'],CUSA
5096646,Keaton,Renfro,Missouri State,190,72,37,4,S,Joplin,MO,USA,37.08418,-94.51323,29097,[],CUSA
5097850,Gilles,Tchio,Missouri State,310,75,57,3,DL,Milton,GA,USA,34.1321631,-84.300666,13121,[],CUSA
5097852,Cristian,Loaiza,Missouri State,310,77,76,3,OL,Wesley Chapel,FL,USA,28.1866014,-82.36612096903323,12101,[],CUSA
5100402,Sean,Reese,Missouri State,190,72,11,3,WR,Atlanta,GA,USA,33.7490987,-84.3901849,13121,[],CUSA
5122064,Matthew,Greene,Missouri State,285,77,54,2,OL,Centennial,CO,USA,39.5680644,-104.97783081285026,08005,[],CUSA
5128052,Dillon,Hipp,Missouri State,245,78,85,1,TE,Scottsdale,AZ,USA,33.4942189,-111.9260184,04013,[],CUSA
5141486,Ryan,Grayson,Missouri State,165,72,33,1,CB,Beggs,OK,USA,35.7425976,-96.0702731,40111,[],CUSA
5146723,Isaiah,McMorris,Missouri State,175,71,80,1,WR,Omaha,NE,USA,41.2587459,-95.9383758,31055,[],CUSA
5154277,Cole,Feuerbacher,Missouri State,205,75,6,2,QB,Springfield,MO,USA,37.2166779,-93.2920373,29077,[],CUSA
5154282,Floyd,Williams,Missouri State,175,73,20,2,CB,Blytheville,AR,USA,35.9272953,-89.9189754,05093,[],CUSA
5154284,Ramone,Green Jr.,Missouri State,190,69,22,2,RB,Nixa,MO,USA,37.0439358,-93.3098534,29043,[],CUSA
5154287,Cooper,Roy,Missouri State,225,75,31,2,LB,Springfield,MO,USA,37.2166779,-93.2920373,29077,[],CUSA
5154288,Caden,Wiest,Missouri State,265,76,30,2,DL,Reeds Spring,MO,USA,,,,[],CUSA
5154289,Josh,Deal,Missouri State,200,72,37,2,PK,O' Fallon,MO,USA,38.368831,-92.526022,29131,[],CUSA
5154290,Kanye,Young,Missouri State,220,73,44,4,LB,Menifee,CA,USA,33.6864432,-117.1770437,06065,[],CUSA
5154291,Mitchell,Toney,Missouri State,275,74,50,2,DL,Louisville,KY,USA,38.2542376,-85.759407,21111,[],CUSA
5154294,Tim,Brantley Jr.,Missouri State,275,73,91,3,DL,Allen,TX,USA,33.1031744,-96.6705503,48085,[],CUSA
5154295,Andrew,Link,Missouri State,245,76,97,2,DL,Springfield,MO,USA,37.2166779,-93.2920373,29077,[],CUSA
5154523,Ebubedike,Nnabugwu,Missouri State,305,75,51,2,OL,Baltimore,MD,USA,39.2908816,-76.610759,24510,[],CUSA
5155163,Yousef,Obeid,Missouri State,180,72,36,2,PK,Dearborn,MI,USA,42.3222599,-83.1763145,26163,[],CUSA
5155184,Thomas,Anderson,Missouri State,190,73,14,4,CB,Kansas City,KS,USA,39.1134562,-94.626497,20209,[],CUSA
5161162,Ronnel,Johnson,Missouri State,178,72,9,3,WR,Mcdonough,GA,USA,33.4473361,-84.1468616,13151,[],CUSA
5164337,King,Davis,Missouri State,185,68,10,1,RB,Miami,FL,USA,25.7742658,-80.1936589,12086,['107890'],CUSA
5207935,Haydon,Caston,Missouri State,193,73,13,1,S,Houston,TX,USA,29.7589382,-95.3676974,48201,['108255'],CUSA
5216656,Brayden,Thompson,Missouri State,320,80,78,1,OL,Eagle,WI,USA,,,,['108624'],CUSA
5218805,Grayson,Cutchlow,Missouri State,230,75,22,1,LB,Columbia,MO,USA,38.951883,-92.3337366,29019,[],CUSA
5219494,Myles,Ewell,Missouri State,315,78,73,1,OL,Overland Park,KS,USA,38.9742502,-94.6851702,20091,[],CUSA
5221049,James,Rexroat,Missouri State,235,76,86,1,TE,Republic,MO,USA,37.1202149,-93.4807001,29077,['111110'],CUSA
5222870,Ahmad,Poole,Missouri State,300,72,55,3,DL,Danville,VA,USA,36.5859718,-79.3950228,51590,[],CUSA
5227766,Elijah,Leonard,Missouri State,220,76,7,1,QB,Lee's Summit,MO,USA,38.9107156,-94.3821295,29095,[],CUSA
5227767,Brandon,Vines,Missouri State,190,73,8,4,CB,Batavia,IL,USA,41.8500284,-88.3125738,17089,[],CUSA
5227768,Camron,Williams,Missouri State,175,72,25,1,CB,Blytheville,AR,USA,35.9272953,-89.9189754,05093,[],CUSA
5227770,Brendon,McQueen,Missouri State,190,75,17,1,WR,Tulsa,OK,USA,36.1556805,-95.9929113,40143,[],CUSA
5227772,Jashawn,Cooper,Missouri State,215,72,21,2,LB,Montgomery,AL,USA,32.3669656,-86.3006485,01101,[],CUSA
5227774,Stewart,McDonald,Missouri State,195,73,25,1,PK,Rogersville,MO,USA,,,,[],CUSA
5227776,Devin,Rutherford,Missouri State,180,71,27,1,LB,Bartlett,TN,USA,35.2045329,-89.8739753,47157,[],CUSA
5227777,Hieko,Malone,Missouri State,210,73,32,1,LB,Newton,TX,USA,30.8491127,-93.7574139,48351,[],CUSA
5227779,Ryan,Mitchell,Missouri State,285,75,55,1,OL,St. Louis,MO,USA,38.6268039,-90.1994097,29510,[],CUSA
5227780,Ben,Liedtke,Missouri State,320,77,67,2,OL,Norwalk,IA,USA,41.4755461,-93.6788304,19181,[],CUSA
5227781,Logan,Scrivner,Missouri State,305,76,75,1,OL,Saint Charles,MO,USA,38.7946252,-90.519829,29183,[],CUSA
5227784,Jeron,Askren,Missouri State,230,75,88,1,TE,Wichita,KS,USA,37.6922361,-97.3375448,20173,[],CUSA
5238341,Jackson,Kohl,Missouri State,235,77,89,1,TE,Ellisville,MO,USA,,,,['108086'],CUSA
5296436,Braxton,Starnes,Missouri State,215,75,11,1,LB,Hamshire,TX,USA,29.861608,-94.3124092,48245,[],CUSA
5296437,Martavis,Blackmon,Missouri State,225,73,15,3,LB,Oxford,MS,USA,34.3664127,-89.5187664,28071,[],CUSA
5296438,Tristian,Gardner,Missouri State,180,74,15,1,WR,Dallas,TX,USA,32.7762719,-96.7968559,48113,[],CUSA
5296439,Deuce,Bailey,Missouri State,170,72,16,1,QB,Bowling Green,KY,USA,36.9903199,-86.4436018,21227,[],CUSA
5296440,Don,Quist,Missouri State,205,75,18,1,LB,Allen,TX,USA,33.1031744,-96.6705503,48085,[],CUSA
5296441,AJ,Bell Jr.,Missouri State,160,71,19,1,WR,Boynton Beach,FL,USA,26.5256179,-80.0666026,12099,[],CUSA
5296442,Gionni,McBride,Missouri State,175,75,23,1,CB,North Kansas City,MO,USA,39.1432057,-94.5733988,29047,[],CUSA
5296443,Caleb,Olabode,Missouri State,205,74,24,1,LB,Arlington,TX,USA,32.701938999999996,-97.10562379033699,48439,[],CUSA
5296444,Darryon,Taylor,Missouri State,180,72,26,3,CB,Memphis,TN,USA,35.1490215,-90.0516285,47157,[],CUSA
5296445,Joseph,Arnold,Missouri State,170,73,28,1,S,Overland Park,KS,USA,38.9742502,-94.6851702,20091,[],CUSA
5296446,Jordan,Manuel,Missouri State,200,74,34,1,WR,Richmond,TX,USA,29.5821811,-95.7607832,48157,[],CUSA
5296447,Andrew,Kallas,Missouri State,227,75,47,2,LS,Riverside,IL,USA,41.8323474,-87.8153195,06065,[],CUSA
5296448,Jayden,McGee,Missouri State,225,76,56,1,DL,St. Louis,MO,USA,38.6268039,-90.1994097,29510,[],CUSA
5296449,Stephen,Meitz,Missouri State,305,78,79,1,OL,Eureka,MO,USA,38.5025537,-90.6279044,29189,[],CUSA
5296450,Brycen,Dorsey,Missouri State,182,72,82,1,WR,St. Louis,MO,USA,38.6268039,-90.1994097,29510,[],CUSA
5296451,Amare,Whetsell,Missouri State,180,72,83,1,WR,Pembroke Pines,FL,USA,26.02322025,-80.34123906625615,12011,[],CUSA
5296452,Mitch,Weisenborn,Missouri State,240,75,91,1,LS,St. Peters,MO,USA,38.791612,-90.5958468,29183,[],CUSA
5296453,Breylon,McCuller,Missouri State,235,77,94,1,DL,Raleigh,NC,USA,35.7803977,-78.6390989,37183,[],CUSA
5296454,Kheaton,Kinney,Missouri State,330,74,96,1,DL,Atlanta,TX,USA,33.1162131,-94.1663493,48067,[],CUSA
5296455,Dezmond,Barnes,Missouri State,305,73,98,1,DL,Millbrook,AL,USA,32.4798575,-86.3619163,01051,[],CUSA
5304179,Eian,Finkley,Missouri State,205,74,23,2,QB,Bushnell,FL,USA,28.6644827,-82.1117399,12119,[],CUSA
5304180,Armend,Ujkashi,Missouri State,265,73,69,3,OL,Des Plaines,IL,USA,42.0415823,-87.8873916,17031,[],CUSA
4430706,Nick,Session,New Mexico State,190,72,5,4,S,Salt Lake City,UT,USA,40.7596198,-111.8867975,49035,['120158'],CUSA
4430954,Lukas,Ungar,New Mexico State,245,76,89,4,TE,Mendham,NJ,USA,40.7759334,-74.6007142,34027,['118806'],CUSA
4605998,Logan,Fife,New Mexico State,205,72,4,4,QB,Tracy,CA,USA,37.7396513,-121.4252227,06077,['121686'],CUSA
4608612,Malik,Williams,New Mexico State,302,76,78,4,OL,Hayward,CA,USA,37.6688205,-122.0807964,06001,['120927'],CUSA
4613198,Larenzo,McMillan,New Mexico State,190,70,16,4,RB,San Bernardino,CA,USA,34.1083449,-117.2897652,06071,[],CUSA
4683425,PJ,Johnson III,New Mexico State,190,72,0,4,WR,Lake Charles,LA,USA,30.2265949,-93.2173759,22019,['117269'],CUSA
4710857,Janik,Ogunlade,New Mexico State,290,77,73,4,OL,Waldorf,MD,USA,38.6263882,-76.9106581,24017,[],CUSA
4713156,Sioeli,Helu,New Mexico State,295,74,58,4,OL,San Mateo,CA,USA,37.5439684,-122.3066789,06081,['117991'],CUSA
4869443,TK,King,New Mexico State,180,69,12,3,WR,Houston,TX,USA,29.7589382,-95.3676974,48201,[],CUSA
4872943,Tim,Gans,New Mexico State,195,70,20,4,RB,Missouri City,TX,USA,29.6185669,-95.5377215,48157,[],CUSA
4877422,Jamall,Thompson Jr.,New Mexico State,270,75,6,4,DE,Sarasota,FL,USA,27.3364347,-82.5306527,12115,[],CUSA
4878146,Florian,Staehler,New Mexico State,330,79,79,4,OL,Koln,,Germany,,,,[],CUSA
4879164,Ryan,Hawk,New Mexico State,165,71,17,4,PK,Columbus,OH,USA,39.9622601,-83.0007065,39049,[],CUSA
4912352,Jaden,Robinson,New Mexico State,225,76,28,3,DE,Dallas,TX,USA,32.7762719,-96.7968559,48113,['115401'],CUSA
4916220,Trevor,Stephens,New Mexico State,240,75,88,3,TE,Lubbock,TX,USA,33.5635206,-101.879336,48303,[],CUSA
4917309,Gabe,Peterson,New Mexico State,255,74,16,3,DE,Overland Park,KS,USA,38.9742502,-94.6851702,20091,['117743'],CUSA
4917350,Bernock,Iya,New Mexico State,180,74,9,3,S,Azle,TX,USA,32.8975875,-97.5437799,48439,['115664'],CUSA
4921413,BJ,Tolo,New Mexico State,310,74,61,2,OL,Santa Ana,CA,USA,33.7494951,-117.8732213,06059,['113071'],CUSA
4922995,Dijon,Stanley,New Mexico State,185,72,8,3,RB,Granada Hills,CA,USA,34.2661558,-118.5174342,06037,['111675'],CUSA
5077222,Larry,Jones III,New Mexico State,250,73,15,3,DE,Lakeland,FL,USA,28.0394654,-81.9498042,12105,['113100'],CUSA
5078018,Naeten,Mitchell,New Mexico State,175,71,4,2,S,Temple,TX,USA,31.098207,-97.3427847,48027,[],CUSA
5078277,Joshua,Goines,New Mexico State,235,75,18,2,TE,Frisco,TX,USA,33.1506744,-96.8236116,48085,['113319'],CUSA
5081165,Ma'Kyi,Lee,New Mexico State,315,79,55,4,OL,Metairie,LA,USA,30.001852,-90.1767149159888,22051,[],CUSA
5084182,Sone,Aupiu,New Mexico State,225,73,14,3,LB,Long Beach,CA,USA,33.7690164,-118.1916048,06037,[],CUSA
5084186,Jeff,Davison,New Mexico State,195,73,23,4,QB,Rio Rancho,NM,USA,35.269381,-106.632819,35043,[],CUSA
5084195,Bryant,Jackson,New Mexico State,230,73,57,4,LB,Chandler,AZ,USA,33.3062223,-111.8413317,04013,[],CUSA
5085667,Josiah,Jackson,New Mexico State,290,73,95,4,DL,Smyrna,TN,USA,35.9828413,-86.5186045,47149,[],CUSA
5086236,Grayson,Curtis,New Mexico State,230,73,42,3,LS,East Lansing,MI,USA,42.7355416,-84.4852469,26065,[],CUSA
5088793,Josiah,Charles,New Mexico State,175,72,1,2,CB,Arlington,TX,USA,32.701938999999996,-97.10562379033699,48439,[],CUSA
5095156,Obinna,Okeke,New Mexico State,246,75,25,2,DE,Houston,TX,USA,29.7589382,-95.3676974,48201,['113137'],CUSA
5099367,Allen,Ortiz,New Mexico State,200,75,81,4,WR,Lakewood,CO,USA,39.631108499999996,-105.11005818223015,08059,[],CUSA
5104269,Kai,Wheeler,New Mexico State,300,76,50,2,OL,Salt Lake City,UT,USA,40.7596198,-111.8867975,49035,['113220'],CUSA
5113460,Demanuel,Brown,New Mexico State,252,74,30,2,DE,Houston,TX,USA,29.7589382,-95.3676974,48201,['112646'],CUSA
5120485,Quincy,Davis,New Mexico State,230,73,13,2,LB,Las Vegas,NV,USA,36.1672559,-115.1485163,32003,[],CUSA
5120866,Jalen,Brown,New Mexico State,225,74,47,2,LB,Chicago,IL,USA,41.8755616,-87.6244212,17031,[],CUSA
