id,firstName,lastName,position,team,conference,jersey,year
4954456,Kasen,Weisman,QB,Florida Atlantic Owls,AAC,12,2
4896391,JR,Wilson Jr.,WR,Florida Atlantic Owls,AAC,2,4
5219678,Joseph,Young,WR,Florida Atlantic Owls,AAC,80,3
5216405,Tamez,Young,TE,Florida Atlantic Owls,AAC,87,1
5227383,Alex,Grace,P,Florida Atlantic Owls,AAC,24,1
4575523,Logan,Lupo,P,Florida Atlantic Owls,AAC,19,4
5218910,Andrew,Nelms,K,Florida Atlantic Owls,AAC,42,2
4875584,Garrison,Smith,K,Florida Atlantic Owls,AAC,37,4
4605477,Alante,Brown,WR,Memphis Tigers,AAC,17,4
5079354,Stonka,Burnside,WR,Memphis Tigers,AAC,5,2
5222671,Jaylin,Carter,RB,Memphis Tigers,AAC,6,2
4685290,Tychaun,Chapman,WR,Memphis Tigers,AAC,1,4
4922983,Manny,Covey,RB,Memphis Tigers,AAC,28,3
5294438,Jemyri,Davis,WR,Memphis Tigers,AAC,13,3
5191048,Bryce,Dorsey,WR,Memphis Tigers,AAC,8,2
5282157,Garrett,Essner,TE,Memphis Tigers,AAC,87,1
5178086,Denzel,Gardner,QB,Memphis Tigers,AAC,9,1
5215626,Jonathan,Harding,TE,Memphis Tigers,AAC,86,1
4698727,Dallan,Hayden,RB,Memphis Tigers,AAC,7,4
5264658,Jermane,Hayes,WR,Memphis Tigers,AAC,11,2
5295370,Jamar,Jenkins,WR,Memphis Tigers,AAC,85,1
5290446,Zechariah,Jenkins,WR,Memphis Tigers,AAC,21,1
4921111,TJ,Johnson,TE,Memphis Tigers,AAC,10,3
5382933,Joshua,Joseph,WR,Memphis Tigers,AAC,80,1
5148995,Brady,Kluse,WR,Memphis Tigers,AAC,12,3
5310311,Isaiah,McGill,RB,Memphis Tigers,AAC,30,1
5079548,Air,Noland,QB,Memphis Tigers,AAC,3,2
5229953,Aidan,O'Callaghan,TE,Memphis Tigers,AAC,14,2
5212633,Gavin,Owens,QB,Memphis Tigers,AAC,15,1
5274373,Eric,Perry,RB,Memphis Tigers,AAC,22,1
5276956,Marshall,Smith Jr.,TE,Memphis Tigers,AAC,81,1
5219159,Justice,Spann,WR,Memphis Tigers,AAC,82,2
5165807,Marcus,Stokes,QB,Memphis Tigers,AAC,2,3
5303254,Jaylin,Taylor,WR,Memphis Tigers,AAC,19,1
4892983,Terrell,Timmons Jr.,WR,Memphis Tigers,AAC,4,4
5220352,Hunter,Tipton,TE,Memphis Tigers,AAC,0,4
5295362,Grant,Troutman,QB,Memphis Tigers,AAC,16,1
5155164,Tarik,Ahmetbasic,K,Memphis Tigers,AAC,40,3
5220456,Oliver,Castaneda,K,Memphis Tigers,AAC,33,2
5265058,Philippe,Laforge,K,Memphis Tigers,AAC,80,2
5295640,Jake,Snyder,P,Memphis Tigers,AAC,32,1
5220478,Prosper,Akanna,WR,Navy Midshipmen,AAC,20,3
5211746,Merrick,Barlow,TE,Navy Midshipmen,AAC,49,2
5220469,Michael,Barrow,WR,Navy Midshipmen,AAC,26,3
5295377,Ryan,Brass,QB,Navy Midshipmen,AAC,10,2
5158374,Isaiah,Bryant,WR,Navy Midshipmen,AAC,25,4
5158368,Noah,Bull,WR,Navy Midshipmen,AAC,0,4
5220480,Andersen,Cardoza,WR,Navy Midshipmen,AAC,18,3
5295374,Jeremiah,Chalmers,WR,Navy Midshipmen,AAC,22,2
5295394,Akeem,Clark,WR,Navy Midshipmen,AAC,13,2
5212655,Jordan,Collins,TE,Navy Midshipmen,AAC,36,2
5295391,Christian,Cromer,RB,Navy Midshipmen,AAC,42,2
5295379,Landon,Dolhancyk,WR,Navy Midshipmen,AAC,83,2
5295382,Michael,Dove,QB,Navy Midshipmen,AAC,16,2
5158369,Stefan,Egbe,RB,Navy Midshipmen,AAC,41,4
5220496,Theo,Elwell,TE,Navy Midshipmen,AAC,87,3
5220495,Quinton,Ezzard,RB,Navy Midshipmen,AAC,35,3
5295380,Maddax,Fayard,WR,Navy Midshipmen,AAC,14,2
5295385,Braeden,George,WR,Navy Midshipmen,AAC,24,2
5220471,Andre,Gilbert Jr.,WR,Navy Midshipmen,AAC,1,3
5158395,Joshua,Guerin,WR,Navy Midshipmen,AAC,86,4
5220473,Jackson,Gutierrez,QB,Navy Midshipmen,AAC,8,3
5220484,Drew,Hall,TE,Navy Midshipmen,AAC,39,3
5158339,Arnel,Heathington,WR,Navy Midshipmen,AAC,80,4
5220490,Jai,Hundley,RB,Navy Midshipmen,AAC,31,3
5158341,Luke,Hutchison,WR,Navy Midshipmen,AAC,89,4
5220492,Jadyn,Jones,RB,Navy Midshipmen,AAC,34,3
5220472,Tre,Jones III,WR,Navy Midshipmen,AAC,2,3
5158365,Gage,Leonard,WR,Navy Midshipmen,AAC,29,4
5158373,Vic,Listorti,RB,Navy Midshipmen,AAC,40,4
5158372,Gavin,Noe,TE,Navy Midshipmen,AAC,43,4
5158398,Jake,Norris,TE,Navy Midshipmen,AAC,85,4
5295428,Jack,Armbruster,P,Navy Midshipmen,AAC,90,2
5220485,Jacob,Carlson,P,Navy Midshipmen,AAC,11,3
5158399,Lance,Gossett,K,Navy Midshipmen,AAC,99,4
5295433,Roman,Hyland,P,Navy Midshipmen,AAC,97,2
5155720,Victor,Aderungboye,TE,North Texas Mean Green,AAC,88,3
5103852,Dalton,Carnes,WR,North Texas Mean Green,AAC,11,4
5163636,TJ,Chukwurah,WR,North Texas Mean Green,AAC,3,4
5214441,Drew,Clemens,TE,North Texas Mean Green,AAC,85,2
5215310,Chaston,Ditta,QB,North Texas Mean Green,AAC,9,2
5238020,Brendon,Haygood,RB,North Texas Mean Green,AAC,29,2
4801307,Tayven,Jackson,QB,North Texas Mean Green,AAC,2,4
5306635,Keenan,Jackson Jr.,RB,North Texas Mean Green,AAC,36,2
4870844,Andy,Jean,WR,North Texas Mean Green,AAC,15,4
5175092,Chris,Jimerson Jr.,QB,North Texas Mean Green,AAC,12,2
5295983,Shandon,King,WR,North Texas Mean Green,AAC,8,4
5194308,Kyle,Koch,WR,North Texas Mean Green,AAC,14,3
5269142,Lathon,Latiolais,WR,North Texas Mean Green,AAC,18,1
5295066,Brec,Long,TE,North Texas Mean Green,AAC,17,4
5108225,Josiah,Martin,WR,North Texas Mean Green,AAC,6,3
5125905,Corri,Milliner,WR,North Texas Mean Green,AAC,0,4
5156236,Jackson,Muckelroy,WR,North Texas Mean Green,AAC,84,4
5334231,Adarion,Nettles,RB,North Texas Mean Green,AAC,20,1
5383047,Eli,Nikolas,WR,North Texas Mean Green,AAC,87,1
5085503,Grayson,O'Bara,WR,North Texas Mean Green,AAC,19,4
5227742,Nick,Osho,RB,North Texas Mean Green,AAC,4,4
5081966,Colin,Page,RB,North Texas Mean Green,AAC,22,4
4827049,Max,Reese,TE,North Texas Mean Green,AAC,7,4
5279681,Jerious,Singletary,TE,North Texas Mean Green,AAC,89,1
5122082,Justin,Stevenson,WR,North Texas Mean Green,AAC,13,4
5149220,Baron,Tipton,WR,North Texas Mean Green,AAC,80,3
5159360,James,Tyre,WR,North Texas Mean Green,AAC,16,4
4917338,Connor,Vaughn,TE,North Texas Mean Green,AAC,82,4
5383040,Luke,Crudgington,P,North Texas Mean Green,AAC,46,1
5257313,Dominic,De Freitas,K,North Texas Mean Green,AAC,90,2
5150777,Ian,Ratliff,P,North Texas Mean Green,AAC,37,4
5383041,Michael,Taylor II,K,North Texas Mean Green,AAC,48,1
5222530,Keenan,Arcega-Whiteside,WR,Rice Owls,AAC,88,1
4685291,Jacurri,Brown,QB,Rice Owls,AAC,11,4
5151280,Chris,Bruce,WR,Rice Owls,AAC,43,3
5207925,Tyvonn,Byars,RB,Rice Owls,AAC,26,2
5125157,Owen,Carter,WR,Rice Owls,AAC,18,2
5265445,Jordan,Clark,WR,Rice Owls,AAC,19,1
5302750,Colten,Cole,TE,Rice Owls,AAC,82,1
5265447,Patrick,Crayton Jr.,QB,Rice Owls,AAC,15,1
5384744,Jackson,DeAtley,TE,Rice Owls,AAC,87,1
5219899,Larry,DeBose IV,WR,Rice Owls,AAC,24,2
5077637,James,Falk,TE,Rice Owls,AAC,86,3
5144288,Ben,Grice,WR,Rice Owls,AAC,6,2
5207930,D'Andre,Hardeman Jr.,RB,Rice Owls,AAC,28,2
5327241,Preston,Jackson,WR,Rice Owls,AAC,89,1
5082271,Quinton,Jackson,RB,Rice Owls,AAC,10,4
4923288,Barry,Jackson Jr.,WR,Rice Owls,AAC,7,3
5302752,Jai,Jacobs-Ford,WR,Rice Owls,AAC,29,1
4868249,Davis,Lane,WR,Rice Owls,AAC,5,4
5265453,Colin,Leahey,WR,Rice Owls,AAC,8,1
5327483,Fisher,Leftwich,WR,Rice Owls,AAC,20,1
5236325,Payton,Matthews,WR,Rice Owls,AAC,0,2
5151063,Carson,Morgan,RB,Rice Owls,AAC,30,3
5087069,Max,Mosey,WR,Rice Owls,AAC,13,4
5145788,Gael,Ochoa,QB,Rice Owls,AAC,4,2
5148281,Rhys,Phillips,TE,Rice Owls,AAC,25,2
5384739,Justin,Powell,RB,Rice Owls,AAC,33,1
5219902,Jackson,Ranucci,WR,Rice Owls,AAC,83,2
4684551,Jake,Renda,TE,Rice Owls,AAC,17,4
5384736,Sawyer,Rice,WR,Rice Owls,AAC,21,1
5221569,Lucas,Scheerhorn,QB,Rice Owls,AAC,2,2
5384737,Michael,Sifford,WR,Rice Owls,AAC,22,1
5207923,Dionne,Sims,RB,Rice Owls,AAC,27,1
5258483,Will,Swartz,TE,Rice Owls,AAC,84,1
4869581,Braylen,Walker,WR,Rice Owls,AAC,81,4
5302749,Ayden,Wilhelm,QB,Rice Owls,AAC,14,1
5296697,Tommy,Bauchiero,K,Rice Owls,AAC,49,1
4917266,Charlie,Durkin,P,Rice Owls,AAC,29,4
5082275,Enock,Gota,K,Rice Owls,AAC,28,4
4570035,Jaden,Alexis,WR,South Florida Bulls,AAC,12,4
5079339,Jayden,Bradford,QB,South Florida Bulls,AAC,16,2
5125521,Arhmad,Branch,WR,South Florida Bulls,AAC,4,3
5156110,Kade,Caton,TE,South Florida Bulls,AAC,85,2
5300511,Luke,Clyburn,TE,South Florida Bulls,AAC,87,4
5154559,Jason,Collins Jr.,RB,South Florida Bulls,AAC,2,3
5232131,KJ,Cooper,QB,South Florida Bulls,AAC,10,4
5215625,Tayte,Crable,TE,South Florida Bulls,AAC,81,1
5085507,D.J.,Crowther,RB,South Florida Bulls,AAC,5,4
5117848,Evan,Dangler,TE,South Florida Bulls,AAC,47,4
5170238,Jayden,Davis,WR,South Florida Bulls,AAC,27,3
5290559,Jayson,Franklin,RB,South Florida Bulls,AAC,25,1
5218443,Chase,Garnett,RB,South Florida Bulls,AAC,22,1
4869252,Jaron,Glover,WR,South Florida Bulls,AAC,7,4
5193089,Alvon,Isaac,RB,South Florida Bulls,AAC,15,2
5218243,Jeremiah,Johnson,RB,South Florida Bulls,AAC,30,2
5296023,Tray,Kinkle,RB,South Florida Bulls,AAC,24,2
5079542,Luke,Kromenhoek,QB,South Florida Bulls,AAC,17,2
5216580,Brandon,Kubay,TE,South Florida Bulls,AAC,88,1
5287644,Gabe,Legrand,WR,South Florida Bulls,AAC,82,1
5387605,Connor,Mathews,RB,South Florida Bulls,AAC,32,1
5083068,Kenny,Odom,WR,South Florida Bulls,AAC,18,4
5126532,Arkese,Parks,WR,South Florida Bulls,AAC,14,2
5146576,Joshua,Porter,WR,South Florida Bulls,AAC,80,3
4826505,Mudia,Reuben,WR,South Florida Bulls,AAC,6,4
5279906,Dmari,Roberts,WR,South Florida Bulls,AAC,84,1
4870927,Bryson,Rodgers,WR,South Florida Bulls,AAC,1,3
4870941,Cameron,Seldon,WR,South Florida Bulls,AAC,0,4
4950550,JeyQuan,Smith,WR,South Florida Bulls,AAC,19,3
4869390,Wyatt,Sullivan,TE,South Florida Bulls,AAC,8,4
5257210,Luke,Goater,P,South Florida Bulls,AAC,39,1
5279137,Gaston,Gramatica,K,South Florida Bulls,AAC,10,1
5149075,Nico,Gramatica,K,South Florida Bulls,AAC,7,3
5296367,Zander,Baptiste,WR,Temple Owls,AAC,28,2
4726152,JoJo,Bermudez,WR,Temple Owls,AAC,17,4
5211736,Lamar,Best,QB,Temple Owls,AAC,19,1
5290496,R.J.,Blount,RB,Temple Owls,AAC,20,1
5216572,Camren,Boykin,QB,Temple Owls,AAC,11,2
4685695,Sam,Brown V,RB,Temple Owls,AAC,27,4
5141403,Kaegan,Chambers,WR,Temple Owls,AAC,87,2
5089003,Colin,Chase,WR,Temple Owls,AAC,1,4
5080547,Peter,Clarke,TE,Temple Owls,AAC,88,4
5219878,Daniel,Evert,TE,Temple Owls,AAC,84,3
5087747,Jayce,Freeman,WR,Temple Owls,AAC,10,4
5290580,Liam,Fuller,TE,Temple Owls,AAC,30,1
5388300,Demonte,Greene,WR,Temple Owls,AAC,12,4
5296370,Rameir,Hardy,WR,Temple Owls,AAC,85,2
5151232,Patrick,Keller,TE,Temple Owls,AAC,44,4
5222551,Ryder,Kusch,TE,Temple Owls,AAC,33,2
5291772,Coen,Logan,WR,Temple Owls,AAC,81,1
5081241,Johnny,Martin,RB,Temple Owls,AAC,22,4
5296364,Keveun,Mason,RB,Temple Owls,AAC,26,2
5296363,Jordan,Miller,RB,Temple Owls,AAC,23,3
5317966,Tylik,Mitchell,WR,Temple Owls,AAC,82,2
5291131,Ameir,Morrow,RB,Temple Owls,AAC,25,1
5290544,Brody,Norman,QB,Temple Owls,AAC,15,1
5290553,Brady,Palmer,QB,Temple Owls,AAC,16,1
5159173,Ash,Roberts,WR,Temple Owls,AAC,24,1
4898892,Joey,Schlaffer,TE,Temple Owls,AAC,18,4
5078166,Ajani,Sheppard,QB,Temple Owls,AAC,13,4
4258419,Hunter,Smith,RB,Temple Owls,AAC,29,4
5077787,Jaxon,Smolik,QB,Temple Owls,AAC,14,3
4875583,Reis,Stocksdale,WR,Temple Owls,AAC,86,4
5121768,Dante,Atton,P,Temple Owls,AAC,7,4
5388303,Luke,Cochrane,K,Temple Owls,AAC,90,1
5151240,Carl,Hardin,K,Temple Owls,AAC,98,4
5294290,John,Barton,WR,Tulane Green Wave,AAC,39,1
5294291,Jay,Beamon,QB,Tulane Green Wave,AAC,4,1
4920188,Vance,Bolyard,TE,Tulane Green Wave,AAC,80,3
4870635,Anthony,Brown-Stephens,WR,Tulane Green Wave,AAC,5,4
5219709,Dagan,Bruno,QB,Tulane Green Wave,AAC,14,2
4870518,Zeon,Chriss-Gremillion,QB,Tulane Green Wave,AAC,9,4
5219723,DJ,Cicero,TE,Tulane Green Wave,AAC,89,2
5274309,Keyshaun,Coleman,WR,Tulane Green Wave,AAC,82,1
5199946,Gabe,Daniels,WR,Tulane Green Wave,AAC,85,2
5218820,Johnnie,Daniels,RB,Tulane Green Wave,AAC,6,4
5219710,Walker,Davis,WR,Tulane Green Wave,AAC,26,2
5141431,DJ,Dugar,RB,Tulane Green Wave,AAC,21,1
5219711,Seth,Gale,WR,Tulane Green Wave,AAC,83,2
5389045,Deuce,Hadley Jr.,WR,Tulane Green Wave,AAC,81,1
5150834,Destyn,Hill,WR,Tulane Green Wave,AAC,2,3
5222239,Dawson,Johnson,TE,Tulane Green Wave,AAC,19,2
5291713,Trace,Johnson,QB,Tulane Green Wave,AAC,11,1
5151005,Jakson,Judge,TE,Tulane Green Wave,AAC,22,3
5079501,Zycarl,Lewis Jr.,WR,Tulane Green Wave,AAC,1,2
5239552,Gabe,Lovorn,TE,Tulane Green Wave,AAC,86,1
4871148,Jaylin,Lucas,RB,Tulane Green Wave,AAC,12,4
5148838,Jamauri,McClure,RB,Tulane Green Wave,AAC,25,2
5389040,Evan,Mickow,TE,Tulane Green Wave,AAC,38,1
5215501,Oliver,Mitchell Jr.,WR,Tulane Green Wave,AAC,17,2
5091744,Garrett,Mmahat,WR,Tulane Green Wave,AAC,16,4
5294297,Gabe,Mocek,RB,Tulane Green Wave,AAC,20,1
5203612,Antwaun,Parham,WR,Tulane Green Wave,AAC,15,1
5302756,Jake,Randle,RB,Tulane Green Wave,AAC,24,1
5079686,Bredell,Richardson,WR,Tulane Green Wave,AAC,8,2
5203726,Cameron,Roberts,TE,Tulane Green Wave,AAC,87,1
5294300,Cade,Scott,QB,Tulane Green Wave,AAC,7,1
5294301,Cash,Semonza,WR,Tulane Green Wave,AAC,37,1
5091890,Kadin,Semonza,QB,Tulane Green Wave,AAC,3,3
5209007,Colby,Simpson,TE,Tulane Green Wave,AAC,88,1
5389039,John,Allen,P,Tulane Green Wave,AAC,38,1
5162686,Jackson,Courville,K,Tulane Green Wave,AAC,96,3
5257395,Cooper,Helmke,K,Tulane Green Wave,AAC,35,1
5160460,William,Hudlow,P,Tulane Green Wave,AAC,34,3
5219724,Zach,Marini,K,Tulane Green Wave,AAC,46,2
5296695,Brooks,Moore,P,Tulane Green Wave,AAC,33,1
5265441,Andrew,Alford,QB,Tulsa Golden Hurricane,AAC,16,1
4685699,Damari,Alston,RB,Tulsa Golden Hurricane,AAC,6,4
5280595,Kyden,Barker,QB,Tulsa Golden Hurricane,AAC,8,1
4429804,Jimmy,Calloway,WR,Tulsa Golden Hurricane,AAC,7,4
5390294,Connor,Dantzler,QB,Tulsa Golden Hurricane,AAC,12,1
4920162,Seth,Davis,RB,Tulsa Golden Hurricane,AAC,23,3
5390295,Kincayde,Eng,QB,Tulsa Golden Hurricane,AAC,15,1
5296086,Chris,Gacayan II,TE,Tulsa Golden Hurricane,AAC,82,3
5223788,Donnell,Gee Jr.,WR,Tulsa Golden Hurricane,AAC,0,2
5390297,Kainon,Gibson,WR,Tulsa Golden Hurricane,AAC,26,1
5244757,Xavier,Green,WR,Tulsa Golden Hurricane,AAC,88,1
5151635,Cole,Greene,WR,Tulsa Golden Hurricane,AAC,85,3
5224011,Baylor,Hayes,QB,Tulsa Golden Hurricane,AAC,10,2
5295930,Trequan,Jones,RB,Tulsa Golden Hurricane,AAC,20,4
5302754,Courtney,Lewis Jr.,WR,Tulsa Golden Hurricane,AAC,18,1
5390305,Kuba,Malecki,TE,Tulsa Golden Hurricane,AAC,89,1
5262779,Grant,McAtee,TE,Tulsa Golden Hurricane,AAC,11,3
5125823,DJ,McKinney,RB,Tulsa Golden Hurricane,AAC,4,3
5390298,Max,Moore,TE,Tulsa Golden Hurricane,AAC,32,1
4576218,Sevion,Morrison,RB,Tulsa Golden Hurricane,AAC,28,4
5390296,Barrett,Mullen,QB,Tulsa Golden Hurricane,AAC,19,1
5290549,Jamarcea,Plater,RB,Tulsa Golden Hurricane,AAC,21,1
